Level,Date,State FIPS,State Postal Code,County FIPS,County Name,Population Staying at Home,Population Not Staying at Home,Number of Trips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500,Row ID,Week,Month
County,2023-02-24,47,TN,47037,Davidson County,126715,567429,3042087,916993,666573,359112,491937,451135,85746,30293,27694,7665,4939,47-47037-20230224,8,2
County,2023-02-25,47,TN,47037,Davidson County,145908,548236,2636887,752220,596507,320806,429760,394177,77609,25497,28223,7234,4854,47-47037-20230225,8,2
County,2023-02-12,47,TN,47037,Davidson County,139844,554300,2696539,864603,608429,316289,418208,345815,68092,23616,33372,13372,4743,47-47037-20230212,7,2
County,2023-02-13,47,TN,47037,Davidson County,155922,538222,2967962,979939,670085,343877,450406,392098,69225,22636,25280,9222,5194,47-47037-20230213,7,2
County,2023-02-14,47,TN,47037,Davidson County,159832,534312,3019509,1016136,672950,334717,454240,398294,77174,22985,28851,8794,5368,47-47037-20230214,7,2
County,2023-02-15,47,TN,47037,Davidson County,154574,539570,3004571,1030507,678769,331623,433780,386149,76347,25370,28113,8342,5571,47-47037-20230215,7,2
County,2023-02-16,47,TN,47037,Davidson County,147565,546579,3146090,1108659,701629,357412,437818,390488,79179,25500,31014,9373,5018,47-47037-20230216,7,2
County,2023-02-17,47,TN,47037,Davidson County,145479,548665,2996397,1000642,684206,340128,439599,382757,77557,26765,30528,9068,5147,47-47037-20230217,7,2
County,2023-02-18,47,TN,47037,Davidson County,152344,541800,2917339,928307,675577,338431,445760,381985,74277,25744,31676,9622,5960,47-47037-20230218,7,2
County,2023-02-26,47,TN,47037,Davidson County,146028,548116,2985265,953406,673975,361032,458851,397821,76240,26706,24486,7598,5150,47-47037-20230226,9,2
County,2023-02-27,47,TN,47037,Davidson County,139932,554212,3089965,990030,687629,364060,480953,429821,76457,25973,23143,7086,4813,47-47037-20230227,9,2
County,2023-02-28,47,TN,47037,Davidson County,129355,564789,3221526,997798,708380,374568,512915,483730,83875,25918,21981,7696,4665,47-47037-20230228,9,2
County,2023-03-01,47,TN,47037,Davidson County,133272,560872,3097454,964512,680246,367181,497936,444194,80404,26560,22530,8603,5288,47-47037-20230301,9,3
County,2023-03-02,47,TN,47037,Davidson County,134582,559562,3118347,1004501,688209,365007,487807,435422,76818,26010,22005,7430,5138,47-47037-20230302,9,3
County,2023-03-03,47,TN,47037,Davidson County,136831,557313,2690120,821194,593335,320315,426039,387780,73950,29356,24895,8761,4495,47-47037-20230303,9,3
County,2023-03-04,47,TN,47037,Davidson County,133226,560918,2824805,895917,622718,320609,431950,390262,84056,29676,31512,11857,6248,47-47037-20230304,9,3
County,2023-03-12,47,TN,47037,Davidson County,136300,557844,2743033,899584,616183,318624,419131,350422,68533,27954,24392,13129,5081,47-47037-20230312,11,3
County,2023-03-13,47,TN,47037,Davidson County,135568,558576,2972572,1037348,649665,322079,431759,395706,75743,24996,20073,9947,5256,47-47037-20230313,11,3
County,2023-03-14,47,TN,47037,Davidson County,130414,563730,3296167,1190809,708935,355903,475344,424682,76349,24658,20825,12528,6134,47-47037-20230314,11,3
County,2023-03-15,47,TN,47037,Davidson County,129625,564519,3180972,1134908,688387,338803,451572,417223,82012,25894,22411,13526,6236,47-47037-20230315,11,3
County,2023-03-16,47,TN,47037,Davidson County,126934,567210,3320398,1143082,716810,353469,488754,452497,85775,30110,27740,15343,6818,47-47037-20230316,11,3
County,2023-03-17,47,TN,47037,Davidson County,125713,568431,3207510,1104389,692189,347369,467062,427663,87062,34173,27548,13978,6077,47-47037-20230317,11,3
County,2023-03-18,47,TN,47037,Davidson County,132224,561920,3115695,1097852,670346,331190,437914,403129,92200,35085,28594,13003,6382,47-47037-20230318,11,3
County,2023-03-19,47,TN,47037,Davidson County,138830,555314,2940514,963600,663165,345744,443730,374788,76047,30450,27313,10600,5077,47-47037-20230319,12,3
County,2023-03-20,47,TN,47037,Davidson County,131804,562340,3004092,995913,672195,344639,448256,401695,76876,29364,21899,8260,4995,47-47037-20230320,12,3
County,2023-03-21,47,TN,47037,Davidson County,126367,567777,3127978,1047394,701514,357004,467794,415342,77444,27469,21844,7351,4822,47-47037-20230321,12,3
County,2023-03-22,47,TN,47037,Davidson County,136174,557970,3101853,1022386,687659,363235,470677,422485,78416,27976,18099,6592,4328,47-47037-20230322,12,3
County,2023-03-23,47,TN,47037,Davidson County,135239,558905,3101958,1035640,681771,355293,468018,426424,74032,28470,20829,6808,4673,47-47037-20230323,12,3
County,2023-03-24,47,TN,47037,Davidson County,136565,557579,2989798,956980,683164,349656,448337,407307,80837,28232,22779,7555,4951,47-47037-20230324,12,3
County,2023-03-25,47,TN,47037,Davidson County,145191,548953,2902694,926059,665227,329824,438778,393775,80836,30117,24493,8480,5105,47-47037-20230325,12,3
County,2023-03-26,47,TN,47037,Davidson County,138284,555860,2621960,821939,625889,309500,405243,345081,60980,22937,19518,6539,4334,47-47037-20230326,13,3
County,2023-03-27,47,TN,47037,Davidson County,133529,560615,2844955,887608,633499,327050,451477,418278,75138,22493,19077,6281,4054,47-47037-20230327,13,3
County,2023-03-28,47,TN,47037,Davidson County,132877,561267,3280329,1076642,737538,382232,483901,459279,83485,25893,19715,7137,4507,47-47037-20230328,13,3
County,2023-03-29,47,TN,47037,Davidson County,136650,557494,2736271,816731,600868,315984,449668,422400,76031,22965,19758,7825,4041,47-47037-20230329,13,3
County,2023-03-30,47,TN,47037,Davidson County,134497,559647,2905508,982033,638410,328370,431563,384765,74430,25875,24482,10616,4964,47-47037-20230330,13,3
County,2023-03-31,47,TN,47037,Davidson County,134080,560064,2928179,1006707,643216,347587,429864,361582,74975,26180,24823,8774,4471,47-47037-20230331,13,3
County,2023-04-01,47,TN,47037,Davidson County,134910,559234,2852309,952002,630929,333991,424466,361766,75678,32068,26890,9561,4958,47-47037-20230401,13,4
County,2023-03-05,47,TN,47037,Davidson County,146069,548075,2921379,989971,652500,333347,434126,367720,74905,25975,26721,10242,5872,47-47037-20230305,10,3
County,2023-03-06,47,TN,47037,Davidson County,135478,558666,3273952,1135508,721844,361688,489453,421136,79083,27172,22060,9671,6337,47-47037-20230306,10,3
County,2023-03-07,47,TN,47037,Davidson County,134723,559421,3264020,1090377,721086,374300,485610,437584,83417,30101,24296,11242,6007,47-47037-20230307,10,3
County,2023-03-08,47,TN,47037,Davidson County,127982,566162,3299576,1039318,711842,380956,526824,476158,90964,27084,27884,11913,6633,47-47037-20230308,10,3
County,2023-03-09,47,TN,47037,Davidson County,129845,564299,3302692,1081100,732795,376562,506505,469364,79585,27936,18738,6532,3575,47-47037-20230309,10,3
County,2023-03-10,47,TN,47037,Davidson County,127263,566881,3128439,1071563,680740,334121,469888,421345,81579,30612,23915,9300,5376,47-47037-20230310,10,3
County,2023-03-11,47,TN,47037,Davidson County,136229,557915,3361416,1190229,741900,367284,488950,416578,83148,31221,26812,10411,4883,47-47037-20230311,10,3
County,2023-04-09,47,TN,47037,Davidson County,144712,549432,2974488,970285,702273,350664,449782,351901,77652,29760,27268,8000,6903,47-47037-20230409,15,4
County,2023-04-10,47,TN,47037,Davidson County,142705,551439,2884039,886243,645426,330954,464632,411594,79080,28716,24012,8290,5092,47-47037-20230410,15,4
County,2023-04-11,47,TN,47037,Davidson County,136546,557598,2936750,941869,645606,338634,460757,413284,81761,23852,19208,7019,4760,47-47037-20230411,15,4
County,2023-04-12,47,TN,47037,Davidson County,134526,559618,3018299,957112,656919,349717,468668,435284,90199,27211,20474,7588,5127,47-47037-20230412,15,4
County,2023-04-13,47,TN,47037,Davidson County,141900,552244,2800302,836253,607647,324795,457996,425433,87939,27374,22561,5924,4380,47-47037-20230413,15,4
County,2023-04-14,47,TN,47037,Davidson County,136615,557529,2922443,845183,635977,338493,489238,445691,95724,31729,27219,8641,4548,47-47037-20230414,15,4
County,2023-04-15,47,TN,47037,Davidson County,137482,556662,2922488,863776,632543,351025,472638,429576,95080,34470,27755,10571,5054,47-47037-20230415,15,4
County,2023-04-02,47,TN,47037,Davidson County,138291,555853,2724155,903060,620684,311670,409354,344308,69364,25619,25089,10046,4961,47-47037-20230402,14,4
County,2023-04-03,47,TN,47037,Davidson County,132609,561535,2926229,988722,648268,335350,436098,382903,70391,26385,24040,8569,5503,47-47037-20230403,14,4
County,2023-04-04,47,TN,47037,Davidson County,130516,563628,3140883,1064720,695093,358159,464392,426479,71328,25018,21773,7904,6017,47-47037-20230404,14,4
County,2023-04-05,47,TN,47037,Davidson County,119547,574597,2551155,774815,574357,311108,403571,361892,67808,21135,20506,7715,8248,47-47037-20230405,14,4
County,2023-04-06,47,TN,47037,Davidson County,129349,564795,2682942,828196,580460,308330,441158,392140,70211,22532,24140,8536,7239,47-47037-20230406,14,4
County,2023-04-07,47,TN,47037,Davidson County,129736,564408,2849054,886530,613429,325741,459995,414769,82181,26115,24613,9006,6675,47-47037-20230407,14,4
County,2023-04-08,47,TN,47037,Davidson County,130097,564047,3027502,1031261,660924,343443,472205,372174,76479,27460,26820,9305,7431,47-47037-20230408,14,4
County,2023-04-23,47,TN,47037,Davidson County,147883,546261,2612739,789777,600374,313198,395636,362410,80543,32279,24379,10040,4103,47-47037-20230423,17,4
County,2023-04-24,47,TN,47037,Davidson County,135285,558859,2883622,863515,634846,337929,463872,431133,89836,31148,19779,7583,3981,47-47037-20230424,17,4
County,2023-04-25,47,TN,47037,Davidson County,130952,563192,2932796,927115,657426,331746,439316,429263,83390,28583,23259,7973,4725,47-47037-20230425,17,4
County,2023-04-26,47,TN,47037,Davidson County,133692,560452,3008536,921783,653940,342752,479043,454744,91445,30324,22982,6989,4534,47-47037-20230426,17,4
County,2023-04-27,47,TN,47037,Davidson County,140304,553840,3087083,1018466,690477,342495,453660,431421,85977,27535,23553,8322,5177,47-47037-20230427,17,4
County,2023-04-28,47,TN,47037,Davidson County,131312,562832,2986824,873296,675216,338854,480885,447907,92000,32493,30155,11003,5015,47-47037-20230428,17,4
County,2023-04-29,47,TN,47037,Davidson County,140663,553481,3092278,958628,696382,352159,462456,442356,96859,37253,29935,10886,5364,47-47037-20230429,17,4
County,2023-04-30,47,TN,47037,Davidson County,144331,549813,2944939,957313,685116,339862,436601,370454,77258,33805,28683,10735,5112,47-47037-20230430,18,4
County,2023-05-01,47,TN,47037,Davidson County,130859,563285,2787701,829329,640449,336120,440305,404075,78678,26349,20437,7830,4129,47-47037-20230501,18,5
County,2023-05-02,47,TN,47037,Davidson County,132416,561728,3105851,980547,693615,345208,484563,458873,85447,25900,20188,6832,4678,47-47037-20230502,18,5
County,2023-05-03,47,TN,47037,Davidson County,144528,549616,2913386,893477,636641,335707,463377,443278,84029,27097,18923,6454,4403,47-47037-20230503,18,5
County,2023-05-04,47,TN,47037,Davidson County,138269,555875,3019311,945177,664506,339734,478072,442439,88878,27523,21345,7043,4594,47-47037-20230504,18,5
County,2023-05-05,47,TN,47037,Davidson County,131402,562742,3084683,923611,685251,360435,495914,456022,92842,33128,25578,7545,4357,47-47037-20230505,18,5
County,2023-05-06,47,TN,47037,Davidson County,143129,551015,3032065,932577,680711,341121,461587,443106,100377,34520,25686,7676,4704,47-47037-20230506,18,5
County,2023-04-16,47,TN,47037,Davidson County,146151,547993,2873915,869395,644634,341463,469564,395348,84054,32588,23230,8889,4750,47-47037-20230416,16,4
County,2023-04-17,47,TN,47037,Davidson County,141269,552875,2917168,862209,653322,336055,479274,438278,86666,28366,19229,9615,4154,47-47037-20230417,16,4
County,2023-04-18,47,TN,47037,Davidson County,131258,562886,3032529,906566,669855,351504,487418,466711,88074,26722,20109,11197,4373,47-47037-20230418,16,4
County,2023-04-19,47,TN,47037,Davidson County,139495,554649,2696047,771085,596601,314028,455062,420674,80985,23482,19188,10897,4045,47-47037-20230419,16,4
County,2023-04-20,47,TN,47037,Davidson County,135233,558911,2786955,773343,598848,323918,462400,459885,97007,31764,20649,14771,4370,47-47037-20230420,16,4
County,2023-04-21,47,TN,47037,Davidson County,132257,561887,2962227,841164,658636,334596,475588,461563,103700,37349,30594,14274,4763,47-47037-20230421,16,4
County,2023-04-22,47,TN,47037,Davidson County,143414,550730,2853803,829270,648986,320229,439554,433468,99780,36564,27842,12786,5324,47-47037-20230422,16,4
County,2023-05-14,47,TN,47037,Davidson County,145591,548553,3065872,916727,709296,358705,483474,432785,92286,33943,26620,7492,4544,47-47037-20230514,20,5
County,2023-05-15,47,TN,47037,Davidson County,140223,553921,3206119,1004319,715544,361557,506941,466023,88290,29768,21349,7526,4802,47-47037-20230515,20,5
County,2023-05-16,47,TN,47037,Davidson County,140314,553830,2893774,907950,654996,329940,449500,417131,80242,24308,18481,6866,4360,47-47037-20230516,20,5
County,2023-05-17,47,TN,47037,Davidson County,139469,554675,2880172,866317,653101,337026,463255,426349,79866,25633,18070,6292,4263,47-47037-20230517,20,5
County,2023-05-18,47,TN,47037,Davidson County,135792,558352,3141539,913472,692977,360841,513586,503412,94226,29989,21444,7359,4233,47-47037-20230518,20,5
County,2023-05-19,47,TN,47037,Davidson County,135732,558412,2897880,870517,646813,336252,462563,429124,87294,29061,24764,7184,4308,47-47037-20230519,20,5
County,2023-05-20,47,TN,47037,Davidson County,144383,549761,2991671,912748,677588,342267,466058,426461,95023,33972,25592,7435,4527,47-47037-20230520,20,5
County,2023-05-21,47,TN,47037,Davidson County,143395,550749,2774802,838226,656517,330065,424724,381117,79068,28244,25046,7382,4413,47-47037-20230521,21,5
County,2023-05-22,47,TN,47037,Davidson County,143520,550624,2998665,908667,678095,347088,474217,440599,86077,29270,22686,7371,4595,47-47037-20230522,21,5
County,2023-05-23,47,TN,47037,Davidson County,140010,554134,3206586,1003455,723782,361013,504622,463920,90651,27364,20604,6755,4420,47-47037-20230523,21,5
County,2023-05-24,47,TN,47037,Davidson County,141588,552556,2962466,894478,669789,341253,468986,444610,88157,25667,18757,6508,4261,47-47037-20230524,21,5
County,2023-05-25,47,TN,47037,Davidson County,142616,551528,2845650,851366,646526,330307,446917,427679,84549,27944,19140,6765,4457,47-47037-20230525,21,5
County,2023-05-26,47,TN,47037,Davidson County,143962,550182,2755949,810622,633305,322915,440406,404580,83999,28450,20754,6687,4231,47-47037-20230526,21,5
County,2023-05-27,47,TN,47037,Davidson County,149161,544983,2908968,864157,673168,338058,446953,419034,94691,35740,24308,7576,5283,47-47037-20230527,21,5
County,2023-05-28,47,TN,47037,Davidson County,149708,544436,2852928,914088,679672,336240,423391,361198,73938,28990,22128,7933,5350,47-47037-20230528,22,5
County,2023-05-29,47,TN,47037,Davidson County,148240,545904,2711996,835065,630929,318392,422224,373990,74437,26547,19543,6280,4589,47-47037-20230529,22,5
County,2023-05-30,47,TN,47037,Davidson County,143585,550559,2913384,877896,644191,341837,470112,438496,85202,26732,17829,6267,4822,47-47037-20230530,22,5
County,2023-05-31,47,TN,47037,Davidson County,141246,552898,2974593,911626,677732,339293,463849,437830,84503,27143,21057,6954,4606,47-47037-20230531,22,5
County,2023-06-01,47,TN,47037,Davidson County,139174,554970,2842847,894558,648003,322273,428828,408532,81380,27602,20302,6684,4685,47-47037-20230601,22,6
County,2023-06-02,47,TN,47037,Davidson County,138120,556024,3001947,902490,695793,344720,474084,429462,89982,31192,22906,6582,4736,47-47037-20230602,22,6
County,2023-06-03,47,TN,47037,Davidson County,143731,550413,3055044,893326,709319,362664,484348,431518,100826,36062,24803,7297,4881,47-47037-20230603,22,6
County,2023-05-07,47,TN,47037,Davidson County,141658,552486,2746386,839465,640249,322639,423409,372734,77733,32778,25035,7365,4979,47-47037-20230507,19,5
County,2023-05-08,47,TN,47037,Davidson County,139254,554890,3186344,980103,717583,365808,503538,470203,85569,30404,21658,6848,4630,47-47037-20230508,19,5
County,2023-05-09,47,TN,47037,Davidson County,140789,553355,3125362,971844,705621,357538,486074,462524,86270,25672,19083,6343,4393,47-47037-20230509,19,5
County,2023-05-10,47,TN,47037,Davidson County,140114,554030,2912991,899018,654652,326723,450876,438312,85534,26472,19527,6913,4964,47-47037-20230510,19,5
County,2023-05-11,47,TN,47037,Davidson County,130169,563975,2882642,865299,639892,331793,455022,443826,89074,27229,19602,6602,4303,47-47037-20230511,19,5
County,2023-05-12,47,TN,47037,Davidson County,130721,563423,3027527,904464,672522,345824,483922,458708,93374,33487,23373,7372,4481,47-47037-20230512,19,5
County,2023-05-13,47,TN,47037,Davidson County,144040,550104,3036050,922139,688691,347732,468592,435555,100459,33942,25769,8129,5042,47-47037-20230513,19,5
County,2023-06-11,47,TN,47037,Davidson County,152668,541476,2616543,795840,627784,312913,396108,348021,72645,28409,22568,7559,4696,47-47037-20230611,24,6
County,2023-06-12,47,TN,47037,Davidson County,139858,554286,3095060,958863,697898,358946,491383,450294,82260,23997,20266,6367,4786,47-47037-20230612,24,6
County,2023-06-13,47,TN,47037,Davidson County,141591,552553,2919102,879989,660515,343724,461440,439388,81069,23819,18289,6550,4319,47-47037-20230613,24,6
County,2023-06-14,47,TN,47037,Davidson County,138387,555757,2930591,868133,664943,345468,468680,444614,82632,26410,19154,6229,4328,47-47037-20230614,24,6
